vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Peugeot,Expert,2006,18,160498,diesel,automatic,1600,high,"noise when braking, car pulls to one side",2,Worn brake pads,Replace brake pads,1474,2702
car,Renault,Megane,2015,9,314932,hybrid,manual,1400,high,"brake pedal feels soft, brake pedal vibration, noise when braking",3,Worn brake pads,Replace brake pads,1791,3284
car,BMW,Serie 3,2014,10,87305,petrol,automatic,2500,high,"vehicle wanders on road, brake pedal vibration",2,Warped brake disc,Replace brake discs,2434,4057
car,Ford,Transit,2019,5,285218,petrol,automatic,2000,medium,"loss of power, noise when braking, vehicle wanders on road, brake pedal vibration",4,Disc surface wear,Replace brake discs,2320,3868
car,Peugeot,308,2009,15,27905,hybrid,automatic,1600,medium,"high fuel consumption, check engine light",2,Failed O2 sensor,Replace oxygen sensor,984,1804
truck,Isuzu,D-Max,2012,12,115303,diesel,automatic,3500,medium,"excessive bouncing, suspension noise",2,Worn shock absorbers,Replace shock absorbers,2029,3505
car,Dacia,Lodgy,2014,10,264023,petrol,manual,2000,medium,low oil level warning,1,Oil pan seal failure,Fix oil leak,1617,3032
car,Mercedes,A-Class,2006,18,213877,petrol,manual,1000,medium,"noise when braking, brake pedal feels soft",2,Brake pad degradation,Replace brake pads,1257,2306
truck,Ford,Kuga,2022,2,239880,petrol,automatic,4000,medium,"sweet smell from engine bay, engine overheating",2,Cracked coolant hose,Fix coolant leak,1174,2153
truck,Mercedes,E-Class,2020,4,142131,hybrid,automatic,6000,medium,difficulty changing gears,1,Gearbox synchronizer failure,Repair gearbox,5590,10381
bus,Mercedes,A-Class,2007,17,274854,hybrid,manual,7000,high,"AC not cooling well, AC making noise, electrical accessories failing",3,Compressor clutch wear,Replace AC compressor,7542,13577
car,BMW,X3,2018,6,220112,petrol,manual,1600,low,noise when braking,1,Worn brake pads,Replace brake pads,854,1566
car,Peugeot,Partner,2010,14,282069,diesel,automatic,1600,high,check engine light,1,O2 sensor contamination,Replace oxygen sensor,1637,3001
moto,Yamaha,NMAX,2019,5,164907,diesel,automatic,400,critical,"engine overheating, coolant overflow, coolant level dropping",3,Radiator pinhole leak,Fix coolant leak,1794,3289
car,BMW,X5,2015,9,125626,diesel,automatic,1200,medium,"high fuel consumption, rough idle, engine stalls, fuel smell",4,Clogged fuel injector,Replace fuel injectors,1788,3398
car,Toyota,Yaris,2009,15,181272,diesel,automatic,1800,high,"high fuel consumption, AC not cooling well",2,Low refrigerant,Refill AC refrigerant,788,1446
car,Toyota,Land Cruiser,2013,11,119059,hybrid,automatic,1000,critical,"check engine light, high fuel consumption, rough idle",3,Failed O2 sensor,Replace oxygen sensor,1797,3295
truck,Mercedes,E-Class,2005,19,172921,diesel,automatic,5000,high,"engine overheating, sweet smell from engine bay, coolant level dropping",3,Cracked coolant hose,Fix coolant leak,1495,2742
moto,Yamaha,XT660,2015,9,130003,hybrid,automatic,250,low,car pulls to one side,1,Seized caliper,Replace brake caliper,1336,2406
car,Kia,Cerato,2018,6,247840,hybrid,manual,1000,critical,"engine stalls, rough idle",2,Fouled spark plugs,Replace spark plugs,945,1891
truck,Ford,Focus,2016,8,206470,diesel,automatic,6000,critical,"brake pedal vibration, noise when braking",2,Disc surface wear,Replace brake discs,3768,6281
bus,Isuzu,NQR,2007,17,193682,diesel,automatic,8000,high,"dim headlights, electrical accessories failing, battery warning light, difficulty starting",4,Alternator belt wear,Replace alternator,3213,5624
moto,Honda,CB500,2016,8,275898,petrol,manual,125,high,"clutch slipping, burning smell, difficulty changing gears",3,Worn clutch disc,Replace clutch kit,5064,8862
bus,Mercedes,E-Class,2012,12,117477,petrol,automatic,5000,low,"noise when braking, brake pedal vibration, brake pedal feels soft",3,Worn brake pads,Replace brake pads,767,1406
car,Mercedes,Vito,2006,18,53865,petrol,manual,1000,critical,suspension noise,1,Worn shock absorbers,Replace shock absorbers,3230,5580
moto,Yamaha,MT-07,2012,12,229733,diesel,automatic,125,medium,"engine overheating, white smoke from exhaust, coolant level dropping",3,Radiator corrosion,Replace radiator,2649,4483
car,Kia,Carnival,2005,19,295541,hybrid,manual,1000,low,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,581,1065
car,BMW,X5,2021,3,325960,diesel,automatic,2000,low,engine knocking noise,1,Timing belt wear,Replace timing belt,2170,3839
car,Hyundai,Tucson,2006,18,272293,petrol,manual,2200,low,"black smoke from exhaust, rough idle, high fuel consumption",3,O2 sensor contamination,Replace oxygen sensor,1136,2083
bus,Mercedes,C-Class,2017,7,324980,petrol,automatic,6000,medium,"loss of power, engine knocking noise",2,Timing belt wear,Replace timing belt,2705,4786
moto,Honda,CRF,2015,9,131812,petrol,automatic,600,high,"engine knocking noise, low oil level warning, oil stain under vehicle",3,Valve cover gasket leak,Fix oil leak,1959,3674
bus,Volvo,FM,2009,15,239787,diesel,manual,5000,high,"burning smell, low oil level warning, oil stain under vehicle",3,Oil pan seal failure,Fix oil leak,2386,4474
truck,Isuzu,D-Max,2017,7,236001,hybrid,automatic,5000,medium,"engine overheating, white smoke from exhaust",2,Overheating damage to gasket,Replace head gasket,8359,14628
truck,Mercedes,E-Class,2017,7,85760,petrol,manual,4000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,669,1228
bus,Isuzu,NQR,2012,12,63552,hybrid,manual,7000,high,"white smoke from exhaust, engine overheating, rough idle",3,Blown head gasket,Replace head gasket,8373,14654
car,Peugeot,Expert,2022,2,181141,diesel,manual,1000,medium,"transmission jerking, difficulty changing gears",2,Clutch pressure plate failure,Replace clutch kit,3476,6084
car,Ford,Ranger,2011,13,68133,petrol,manual,1800,medium,"AC not cooling well, check engine light",2,AC gas leak,Refill AC refrigerant,503,922
car,Toyota,Yaris,2016,8,218026,diesel,manual,1600,medium,"black smoke from exhaust, fuel smell, engine stalls",3,Clogged fuel injector,Replace fuel injectors,1851,3517
car,Peugeot,208,2017,7,168804,diesel,manual,1800,medium,"coolant level dropping, sweet smell from engine bay, coolant overflow",3,Cracked coolant hose,Fix coolant leak,1083,1986
truck,Isuzu,NQR,2019,5,303200,hybrid,automatic,3000,medium,"check engine light, black smoke from exhaust, high fuel consumption",3,Failed O2 sensor,Replace oxygen sensor,1152,2113
car,Mercedes,C-Class,2011,13,67331,diesel,automatic,1600,medium,"suspension noise, clunking when turning, vehicle wanders on road",3,Ball joint wear,Replace ball joint,1245,2178
car,Toyota,Yaris,2012,12,70612,diesel,manual,2200,critical,"battery warning light, dim headlights",2,Alternator failure,Replace alternator,3568,6244
bus,Isuzu,NQR,2010,14,36932,petrol,automatic,5000,medium,"excessive bouncing, vehicle wanders on road, clunking when turning",3,Shock absorber oil leak,Replace shock absorbers,1684,2908
moto,Yamaha,MT-07,2019,5,233436,petrol,automatic,700,high,"burning smell, car pulls to one side",2,Caliper hydraulic leak,Replace brake caliper,2447,4406
car,Toyota,Land Cruiser,2024,0,185924,diesel,automatic,2000,critical,engine overheating,1,Thermostat valve failure,Replace thermostat,1382,2458
truck,Ford,Transit,2022,2,296731,diesel,automatic,3500,low,"difficulty changing gears, loss of power, gear slipping",3,Gearbox bearing wear,Repair gearbox,5769,10714
car,Hyundai,i30,2016,8,144569,hybrid,automatic,1800,high,"oil stain under vehicle, burning smell",2,Valve cover gasket leak,Fix oil leak,1975,3704
car,Toyota,Corolla,2008,16,116792,diesel,automatic,1600,critical,"oil stain under vehicle, low oil level warning",2,Valve cover gasket leak,Fix oil leak,2626,4924
car,Mercedes,E-Class,2024,0,179517,hybrid,manual,2200,high,"burning smell, car pulls to one side",2,Caliper hydraulic leak,Replace brake caliper,2032,3659
moto,Honda,CBR600,2024,0,147800,hybrid,manual,700,medium,"high fuel consumption, rough idle, difficulty starting",3,Fouled spark plugs,Replace spark plugs,447,894
car,Renault,Clio,2012,12,305229,diesel,manual,1000,critical,high fuel consumption,1,Thermostat valve failure,Replace thermostat,1805,3209
car,BMW,Serie 1,2015,9,169100,hybrid,manual,2200,medium,"coolant level dropping, sweet smell from engine bay",2,Cracked coolant hose,Fix coolant leak,1167,2141
car,Kia,Sportage,2006,18,207128,diesel,automatic,1800,medium,"burning smell, oil stain under vehicle, low oil level warning",3,Valve cover gasket leak,Fix oil leak,1605,3010
truck,Ford,Fiesta,2009,15,150133,petrol,automatic,6000,medium,"vehicle wanders on road, suspension noise",2,Ball joint socket failure,Replace ball joint,1532,2682
moto,Honda,CBR600,2008,16,247801,petrol,manual,125,high,"white smoke from exhaust, coolant level dropping, engine overheating",3,Overheating damage to gasket,Replace head gasket,10538,18443
car,BMW,X3,2013,11,76670,petrol,manual,2200,high,"engine overheating, high fuel consumption",2,Stuck thermostat,Replace thermostat,1042,1852
moto,Yamaha,FZ6,2015,9,281934,diesel,automatic,125,low,"dim headlights, electrical accessories failing, battery warning light",3,Alternator failure,Replace alternator,2069,3621
car,Toyota,RAV4,2014,10,11489,hybrid,automatic,1400,low,coolant overflow,1,Radiator crack,Replace radiator,1497,2534
car,Hyundai,i30,2019,5,214443,petrol,automatic,2000,low,"AC making noise, AC not cooling well",2,AC compressor failure,Replace AC compressor,3347,6025
car,Dacia,Lodgy,2009,15,237684,petrol,automatic,1800,medium,"engine overheating, high fuel consumption",2,Stuck thermostat,Replace thermostat,890,1583
car,Ford,Focus,2024,0,194518,diesel,automatic,1000,critical,"oil stain under vehicle, engine knocking noise",2,Valve cover gasket leak,Fix oil leak,2358,4421
car,Renault,Symbol,2015,9,172746,hybrid,manual,2500,medium,"noise when braking, brake pedal vibration",2,Worn brake pads,Replace brake pads,1183,2169
car,Toyota,Corolla,2019,5,82230,hybrid,automatic,1400,high,"vehicle wanders on road, brake pedal vibration, noise when braking",3,Disc surface wear,Replace brake discs,2599,4333
car,Dacia,Sandero,2010,14,295485,petrol,manual,1200,low,"fuel smell, black smoke from exhaust, rough idle",3,Injector seal failure,Replace fuel injectors,1745,3316
moto,Honda,CBR600,2018,6,192188,hybrid,manual,400,low,"loss of power, engine knocking noise, rough idle",3,Timing belt wear,Replace timing belt,1892,3348
car,Renault,Megane,2019,5,148039,diesel,automatic,1000,medium,"suspension noise, clunking when turning",2,Ball joint wear,Replace ball joint,1334,2335
car,Dacia,Duster,2009,15,145468,petrol,automatic,1000,medium,"white smoke from exhaust, coolant level dropping, rough idle",3,Blown head gasket,Replace head gasket,8222,14389
truck,Mercedes,Sprinter,2022,2,170334,diesel,manual,5000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,618,1134
car,Toyota,Corolla,2010,14,255847,diesel,manual,2000,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,651,1195
car,Renault,Megane,2011,13,273975,petrol,automatic,1200,high,"battery warning light, difficulty starting, dim headlights",3,Dead battery,Replace battery,1702,2836
car,Toyota,Yaris,2014,10,55560,petrol,manual,1800,high,"excessive bouncing, clunking when turning, vehicle wanders on road",3,Ball joint socket failure,Replace ball joint,1737,3040
car,Kia,Carnival,2006,18,283120,hybrid,automatic,2000,high,"low oil level warning, oil stain under vehicle, burning smell",3,Oil pan seal failure,Fix oil leak,2599,4874
truck,Ford,Focus,2007,17,302092,petrol,automatic,4000,medium,"coolant level dropping, white smoke from exhaust, engine overheating, rough idle",4,Blown head gasket,Replace head gasket,9058,15852
car,Peugeot,Expert,2015,9,251970,diesel,manual,2000,low,"loss of power, engine knocking noise, rough idle, black smoke from exhaust",4,Timing belt tensioner failure,Replace timing belt,2192,3878
car,Hyundai,i10,2019,5,165798,diesel,manual,1600,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,516,946
truck,Ford,Kuga,2006,18,222488,diesel,manual,3000,medium,"difficulty starting, engine overheating",2,Stuck thermostat,Replace thermostat,1002,1782
car,Ford,Ranger,2016,8,57061,petrol,manual,2200,medium,"noise when braking, car pulls to one side, burning smell, brake pedal feels soft",4,Seized caliper,Replace brake caliper,1444,2600
car,Toyota,Corolla,2014,10,260957,diesel,manual,1200,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,657,1206
bus,Mercedes,Vito,2019,5,203795,hybrid,automatic,7000,high,"coolant overflow, engine overheating, coolant level dropping",3,Radiator corrosion,Replace radiator,2965,5018
truck,Mercedes,E-Class,2017,7,175520,hybrid,automatic,3000,medium,"coolant level dropping, engine overheating, loss of power, white smoke from exhaust",4,Overheating damage to gasket,Replace head gasket,6729,11777
moto,Honda,CBR600,2009,15,320613,petrol,manual,600,critical,"high fuel consumption, difficulty starting, engine overheating",3,Thermostat valve failure,Replace thermostat,1772,3151
bus,Volvo,9700,2022,2,60133,hybrid,manual,6000,medium,"rough idle, engine overheating",2,Thermostat valve failure,Replace thermostat,606,1078
car,Volkswagen,Polo,2013,11,255311,diesel,automatic,2200,high,"battery warning light, dim headlights, electrical accessories failing",3,Alternator belt wear,Replace alternator,3218,5632
car,Toyota,Land Cruiser,2014,10,304282,diesel,manual,2500,low,"white smoke from exhaust, loss of power, engine overheating",3,Overheating damage to gasket,Replace head gasket,6262,10959
moto,Yamaha,XT660,2011,13,301584,hybrid,automatic,400,high,"excessive bouncing, clunking when turning, vehicle wanders on road",3,Ball joint socket failure,Replace ball joint,2175,3806
moto,Yamaha,MT-07,2005,19,347573,petrol,manual,125,high,"engine knocking noise, loss of power, check engine light",3,Timing belt wear,Replace timing belt,4296,7601
truck,Isuzu,N-Series,2020,4,170686,petrol,automatic,3000,low,"transmission jerking, difficulty changing gears, burning smell",3,Clutch pressure plate failure,Replace clutch kit,2771,4849
bus,Volvo,FMX,2008,16,280694,petrol,automatic,7000,critical,"engine overheating, loss of power, rough idle, coolant level dropping",4,Overheating damage to gasket,Replace head gasket,15583,27271
car,Volkswagen,Polo,2011,13,316294,hybrid,manual,2000,medium,AC not cooling well,1,AC gas leak,Refill AC refrigerant,665,1220
car,BMW,Serie 1,2015,9,247409,petrol,manual,1400,low,"burning smell, car pulls to one side",2,Seized caliper,Replace brake caliper,1683,3029
car,Toyota,Yaris,2005,19,240308,hybrid,manual,2500,high,"dim headlights, electrical accessories failing, battery warning light",3,Alternator failure,Replace alternator,3398,5948
moto,Yamaha,R3,2005,19,137020,petrol,automatic,250,medium,"brake pedal feels soft, burning smell, noise when braking",3,Caliper hydraulic leak,Replace brake caliper,2076,3737
car,Toyota,Land Cruiser,2018,6,88459,hybrid,manual,1200,medium,"excessive bouncing, vehicle wanders on road, clunking when turning",3,Ball joint socket failure,Replace ball joint,1223,2141
bus,Mercedes,A-Class,2019,5,12682,hybrid,automatic,7000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,556,1019
car,Peugeot,Partner,2012,12,171886,diesel,automatic,2200,medium,"battery warning light, difficulty starting, dim headlights",3,Battery cell failure,Replace battery,1181,1969
moto,Honda,CRF,2012,12,35337,hybrid,manual,250,high,"burning smell, brake pedal feels soft, car pulls to one side",3,Seized caliper,Replace brake caliper,2167,3901
car,Hyundai,Santa Fe,2015,9,317328,petrol,automatic,2500,low,"fuel smell, black smoke from exhaust",2,Injector seal failure,Replace fuel injectors,1827,3472
car,BMW,Serie 5,2008,16,148550,petrol,automatic,1000,high,"noise when braking, car pulls to one side, brake pedal feels soft",3,Seized caliper,Replace brake caliper,2340,4213
car,Mercedes,C-Class,2020,4,326223,diesel,manual,1200,medium,"oil stain under vehicle, engine knocking noise, burning smell, low oil level warning",4,Oil pan seal failure,Fix oil leak,1710,3208
truck,Ford,Fiesta,2020,4,343053,petrol,manual,3000,high,noise when braking,1,Brake pad degradation,Replace brake pads,1697,3112
car,Toyota,RAV4,2017,7,331814,petrol,automatic,1000,low,"battery warning light, dim headlights",2,Battery cell failure,Replace battery,932,1554
bus,Mercedes,C-Class,2010,14,288412,petrol,manual,5000,critical,"suspension noise, vehicle wanders on road, excessive bouncing",3,Worn shock absorbers,Replace shock absorbers,4277,7388
car,Peugeot,206,2016,8,46689,petrol,manual,1200,high,"engine stalls, high fuel consumption, fuel smell, rough idle",4,Injector seal failure,Replace fuel injectors,2064,3922
bus,Mercedes,C-Class,2005,19,66830,hybrid,automatic,7000,high,"transmission jerking, difficulty changing gears, gear slipping",3,Gearbox bearing wear,Repair gearbox,7848,14575
car,Hyundai,Santa Fe,2012,12,19323,petrol,automatic,2200,low,"car pulls to one side, brake pedal feels soft",2,Seized caliper,Replace brake caliper,1158,2086
car,Renault,Symbol,2024,0,216408,petrol,manual,1400,medium,"brake pedal vibration, vehicle wanders on road",2,Warped brake disc,Replace brake discs,2110,3517
car,Ford,Transit,2016,8,224455,diesel,automatic,2200,medium,"engine overheating, white smoke from exhaust, loss of power, coolant level dropping",4,Overheating damage to gasket,Replace head gasket,8353,14618
bus,Volvo,B8R,2015,9,263123,petrol,automatic,8000,medium,"coolant level dropping, coolant overflow, white smoke from exhaust, engine overheating",4,Radiator crack,Replace radiator,2648,4482
car,Ford,Ranger,2014,10,288352,hybrid,manual,2000,high,"difficulty starting, battery warning light, check engine light",3,Battery cell failure,Replace battery,1749,2915
moto,Honda,CBR600,2024,0,70892,diesel,manual,600,high,"AC not cooling well, check engine light",2,AC gas leak,Refill AC refrigerant,533,977
car,Peugeot,308,2012,12,104187,hybrid,automatic,1000,critical,"engine knocking noise, rough idle",2,Timing belt tensioner failure,Replace timing belt,3759,6652
bus,Mercedes,Sprinter,2024,0,209858,diesel,manual,6000,low,"coolant level dropping, engine overheating",2,Radiator crack,Replace radiator,1641,2777
moto,Yamaha,MT-07,2017,7,27964,hybrid,manual,400,medium,"vehicle wanders on road, suspension noise",2,Worn shock absorbers,Replace shock absorbers,1624,2805
truck,Mercedes,A-Class,2012,12,337771,diesel,automatic,6000,medium,"battery warning light, electrical accessories failing",2,Alternator failure,Replace alternator,2577,4510
car,Kia,Rio,2014,10,47645,petrol,automatic,1000,high,AC making noise,1,Compressor clutch wear,Replace AC compressor,5270,9486
moto,Yamaha,FZ6,2010,14,213080,petrol,automatic,125,high,coolant level dropping,1,Radiator crack,Replace radiator,3695,6254
bus,Mercedes,C-Class,2006,18,294724,diesel,manual,5000,low,"engine stalls, fuel smell, rough idle",3,Injector seal failure,Replace fuel injectors,1831,3479
car,Dacia,Dokker,2020,4,257349,petrol,automatic,1000,medium,"car pulls to one side, noise when braking",2,Seized caliper,Replace brake caliper,2008,3614
truck,Ford,Transit,2018,6,96806,petrol,automatic,4000,medium,coolant level dropping,1,Cracked coolant hose,Fix coolant leak,971,1781
car,Dacia,Lodgy,2010,14,325814,hybrid,automatic,1400,high,"rough idle, check engine light, engine knocking noise",3,Timing belt wear,Replace timing belt,3898,6897
moto,Honda,CB500,2023,1,217567,petrol,automatic,400,high,"low oil level warning, oil stain under vehicle, burning smell",3,Oil pan seal failure,Fix oil leak,1935,3628
moto,Honda,Forza,2013,11,212979,hybrid,automatic,125,medium,"difficulty starting, high fuel consumption",2,Fouled spark plugs,Replace spark plugs,619,1238
car,Dacia,Logan,2013,11,191610,diesel,manual,1400,medium,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,7225,13419
truck,Ford,Focus,2024,0,118447,hybrid,automatic,5000,medium,"AC making noise, AC not cooling well",2,Compressor clutch wear,Replace AC compressor,4062,7311
car,Mercedes,C-Class,2015,9,156764,hybrid,automatic,2000,high,excessive bouncing,1,Shock absorber oil leak,Replace shock absorbers,2695,4656
car,BMW,Serie 1,2005,19,321618,diesel,manual,1000,medium,"loss of power, engine knocking noise, check engine light",3,Timing belt wear,Replace timing belt,3278,5800
car,Hyundai,i20,2009,15,289203,diesel,automatic,1400,low,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,1062,1771
bus,Mercedes,E-Class,2006,18,131286,hybrid,manual,5000,high,"noise when braking, car pulls to one side",2,Worn brake pads,Replace brake pads,1454,2667
car,Peugeot,208,2017,7,250306,hybrid,automatic,1000,low,"burning smell, AC not cooling well, AC making noise",3,Compressor clutch wear,Replace AC compressor,4056,7301
car,BMW,Serie 5,2011,13,260404,petrol,automatic,1000,low,"coolant level dropping, rough idle, engine overheating, loss of power",4,Blown head gasket,Replace head gasket,6317,11055
truck,Isuzu,NQR,2014,10,111438,petrol,manual,5000,medium,brake pedal vibration,1,Disc surface wear,Replace brake discs,1966,3276
car,Ford,Transit,2013,11,122434,hybrid,automatic,1000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,683,1252
car,Renault,Kangoo,2021,3,202972,diesel,manual,1600,high,engine knocking noise,1,Oil pan seal failure,Fix oil leak,2029,3805
moto,Honda,Forza,2011,13,115563,petrol,manual,600,medium,"engine overheating, high fuel consumption, rough idle",3,Stuck thermostat,Replace thermostat,849,1509
car,Mercedes,Vito,2005,19,258196,hybrid,manual,1400,critical,"difficulty starting, dim headlights, electrical accessories failing, battery warning light",4,Alternator failure,Replace alternator,4848,8485
car,Kia,Picanto,2017,7,160474,petrol,automatic,1200,high,"coolant level dropping, white smoke from exhaust, engine overheating",3,Overheating damage to gasket,Replace head gasket,8701,15227
car,Toyota,RAV4,2016,8,326628,petrol,automatic,1400,medium,"dim headlights, difficulty starting, electrical accessories failing",3,Alternator belt wear,Replace alternator,2672,4677
truck,Isuzu,D-Max,2008,16,79912,petrol,manual,5000,critical,"battery warning light, dim headlights, difficulty starting",3,Dead battery,Replace battery,1814,3023
truck,Ford,Transit,2011,13,176624,hybrid,automatic,5000,medium,"gear slipping, difficulty changing gears",2,Gearbox bearing wear,Repair gearbox,6347,11788
bus,Volvo,FMX,2006,18,196192,hybrid,manual,6000,medium,vehicle wanders on road,1,Warped brake disc,Replace brake discs,2347,3912
car,Renault,Megane,2022,2,312995,hybrid,manual,1600,low,"sweet smell from engine bay, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,978,1794
car,Peugeot,206,2013,11,105684,diesel,automatic,1400,medium,"noise when braking, brake pedal vibration",2,Warped brake disc,Replace brake discs,2187,3645
car,Mercedes,A-Class,2024,0,8652,diesel,manual,1200,critical,"brake pedal feels soft, car pulls to one side, noise when braking",3,Caliper hydraulic leak,Replace brake caliper,2344,4219
car,Ford,Focus,2005,19,211341,petrol,manual,1000,high,"engine stalls, difficulty starting, rough idle",3,Fouled spark plugs,Replace spark plugs,791,1583
car,Ford,Transit,2009,15,243257,diesel,manual,1800,medium,"battery warning light, difficulty starting, dim headlights",3,Battery cell failure,Replace battery,1324,2207
bus,Mercedes,E-Class,2019,5,305953,diesel,automatic,8000,low,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,503,923
truck,Mercedes,E-Class,2016,8,347077,diesel,manual,4000,medium,"coolant level dropping, engine overheating, sweet smell from engine bay",3,Cracked coolant hose,Fix coolant leak,1302,2388
moto,Honda,CRF,2021,3,144974,diesel,automatic,125,high,car pulls to one side,1,Seized caliper,Replace brake caliper,2081,3747
moto,Yamaha,R3,2018,6,212483,hybrid,manual,250,medium,"black smoke from exhaust, rough idle, engine knocking noise, loss of power",4,Timing belt wear,Replace timing belt,2323,4110
moto,Honda,Forza,2020,4,298740,diesel,manual,600,medium,car pulls to one side,1,Seized caliper,Replace brake caliper,1935,3484
bus,Volvo,9700,2011,13,204931,hybrid,manual,7000,high,"coolant overflow, coolant level dropping",2,Radiator pinhole leak,Fix coolant leak,1667,3056
car,Ford,Fiesta,2009,15,69859,petrol,automatic,2500,critical,"black smoke from exhaust, rough idle, engine knocking noise, loss of power",4,Timing belt wear,Replace timing belt,3613,6392
car,Toyota,Land Cruiser,2014,10,284679,diesel,manual,2000,medium,"coolant level dropping, sweet smell from engine bay",2,Cracked coolant hose,Fix coolant leak,1389,2546
car,Dacia,Sandero,2013,11,62933,petrol,automatic,1400,critical,"coolant level dropping, coolant overflow",2,Radiator crack,Replace radiator,3343,5657
car,Renault,Kangoo,2014,10,334831,diesel,manual,2000,high,engine overheating,1,Overheating damage to gasket,Replace head gasket,12343,21601
car,Kia,Carnival,2005,19,25841,petrol,automatic,2000,medium,"noise when braking, brake pedal vibration",2,Worn brake pads,Replace brake pads,1078,1977
moto,Yamaha,R3,2019,5,272411,hybrid,automatic,600,high,"engine overheating, coolant overflow, coolant level dropping",3,Radiator corrosion,Replace radiator,3604,6100
moto,Yamaha,MT-07,2015,9,162003,diesel,automatic,400,critical,engine overheating,1,Stuck thermostat,Replace thermostat,1418,2520
car,Peugeot,206,2010,14,316660,diesel,automatic,2500,high,"brake pedal vibration, vehicle wanders on road, loss of power, noise when braking",4,Disc surface wear,Replace brake discs,3744,6241
car,Kia,Carnival,2006,18,117212,petrol,automatic,1600,high,"difficulty starting, battery warning light",2,Alternator failure,Replace alternator,2950,5162
car,Mercedes,E-Class,2017,7,291481,diesel,manual,1400,high,"rough idle, high fuel consumption, loss of power, engine stalls",4,Spark plug electrode wear,Replace spark plugs,859,1718
car,Kia,Carnival,2007,17,26029,hybrid,automatic,2500,high,"engine overheating, high fuel consumption",2,Stuck thermostat,Replace thermostat,926,1646
truck,Mercedes,Vito,2019,5,72313,diesel,manual,5000,medium,"difficulty changing gears, transmission jerking",2,Gearbox synchronizer failure,Repair gearbox,5589,10380
truck,Mercedes,C-Class,2012,12,75456,diesel,automatic,4000,medium,"noise when braking, brake pedal vibration, brake pedal feels soft, car pulls to one side",4,Brake pad degradation,Replace brake pads,1056,1936
bus,Volvo,B8R,2020,4,246069,diesel,automatic,7000,high,"engine stalls, high fuel consumption, rough idle",3,Injector seal failure,Replace fuel injectors,2363,4490
car,Kia,Carnival,2012,12,20314,petrol,manual,1200,low,"brake pedal vibration, noise when braking",2,Warped brake disc,Replace brake discs,1374,2290
car,Mercedes,E-Class,2009,15,181529,petrol,manual,1200,medium,vehicle wanders on road,1,Ball joint wear,Replace ball joint,1644,2878
car,Toyota,RAV4,2018,6,344762,diesel,manual,1600,high,"brake pedal vibration, noise when braking",2,Worn brake pads,Replace brake pads,1751,3211
car,Toyota,RAV4,2020,4,317672,hybrid,manual,2200,medium,AC not cooling well,1,AC gas leak,Refill AC refrigerant,584,1070
car,Dacia,Lodgy,2011,13,146071,petrol,manual,2500,medium,"white smoke from exhaust, rough idle, coolant level dropping, engine overheating",4,Overheating damage to gasket,Replace head gasket,7837,13715
car,Volkswagen,Caddy,2010,14,213520,petrol,manual,1600,critical,"excessive bouncing, suspension noise, vehicle wanders on road, clunking when turning",4,Worn shock absorbers,Replace shock absorbers,3908,6750
car,Peugeot,Expert,2014,10,191431,hybrid,automatic,1600,critical,"engine overheating, coolant overflow, coolant level dropping",3,Radiator crack,Replace radiator,3972,6723
moto,Honda,CBR600,2010,14,209246,diesel,manual,125,high,"AC not cooling well, AC making noise, burning smell",3,AC compressor failure,Replace AC compressor,7190,12943
car,Renault,Megane,2022,2,129095,diesel,automatic,1400,medium,"oil stain under vehicle, low oil level warning, engine knocking noise, burning smell",4,Oil pan seal failure,Fix oil leak,1200,2250
truck,Mercedes,E-Class,2012,12,331972,hybrid,automatic,3000,medium,"low oil level warning, oil stain under vehicle",2,Valve cover gasket leak,Fix oil leak,1970,3694
truck,Mercedes,Sprinter,2005,19,79855,diesel,automatic,4000,high,"engine overheating, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,1394,2556
car,Ford,Kuga,2006,18,36800,diesel,manual,2000,medium,"engine overheating, sweet smell from engine bay, coolant level dropping",3,Radiator pinhole leak,Fix coolant leak,1012,1856
bus,Isuzu,NQR,2017,7,26551,diesel,manual,7000,medium,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox synchronizer failure,Repair gearbox,5315,9872
car,Mercedes,Vito,2020,4,46298,diesel,automatic,1600,critical,"oil stain under vehicle, burning smell",2,Valve cover gasket leak,Fix oil leak,2051,3847
car,BMW,Serie 1,2016,8,101049,petrol,manual,1800,medium,"engine overheating, white smoke from exhaust",2,Overheating damage to gasket,Replace head gasket,6905,12084
