vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
car,Volkswagen,Tiguan,2019,5,78956,diesel,automatic,2200,high,"heater not working, poor fuel consumption, engine slow to warm up",3,Thermostat valve failure,Replace thermostat,927,1648
car,Mercedes,A-Class,2016,8,344617,hybrid,manual,1200,critical,"sweet smell from engine, coolant puddle under car",2,Cracked coolant hose,Fix coolant leak,2381,4366
car,Volkswagen,Golf,2021,3,21706,petrol,manual,1000,low,"transmission jerking, gear pops out, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,3901,7246
truck,Isuzu,NPR,2018,6,310301,diesel,automatic,3500,high,"suspension noise, uneven tire wear, excessive bouncing after bump",3,Shock absorber oil leak,Replace shock absorbers,2825,4879
truck,Mercedes,Vito,2007,17,327267,petrol,manual,6000,high,"engine overheating, heater not working, engine slow to warm up, poor fuel consumption",4,Stuck thermostat,Replace thermostat,1517,2698
car,Toyota,Land Cruiser,2018,6,58357,petrol,automatic,1400,medium,"rough idle, fuel smell in cabin",2,Clogged fuel injector,Replace fuel injectors,1525,2898
bus,Isuzu,NQR,2010,14,110626,petrol,manual,7000,high,"brake vibration at high speed, grinding brake noise, steering wheel vibration, brake pedal vibration",4,Warped brake disc,Replace brake discs,2928,4881
car,BMW,Serie 1,2021,3,343022,petrol,automatic,2000,high,"engine hesitation on acceleration, rough idle, fuel smell in cabin",3,Injector seal failure,Replace fuel injectors,2704,5139
bus,Volvo,FM,2012,12,235776,petrol,automatic,6000,high,battery drains while driving,1,Alternator failure,Replace alternator,3414,5975
car,Volkswagen,Golf,2013,11,172211,diesel,manual,2200,high,"loss of power, engine wont start suddenly",2,Timing belt tensioner failure,Replace timing belt,3357,5940
car,Toyota,Yaris,2006,18,293584,hybrid,manual,1000,medium,"burning smell when changing gears, clutch slipping, clutch pedal spongy, clutch hard to press",4,Clutch pressure plate failure,Replace clutch kit,4580,8016
car,Peugeot,208,2009,15,217546,petrol,manual,2500,low,"engine knocking noise, ticking noise from engine top, engine wont start suddenly",3,Timing belt wear,Replace timing belt,1938,3428
car,Renault,Duster,2010,14,153093,diesel,manual,1000,medium,"engine slow to warm up, engine overheating, heater not working",3,Thermostat valve failure,Replace thermostat,889,1581
moto,Yamaha,FZ6,2015,9,179447,diesel,manual,400,high,"rough idle at startup, hard to start when cold, poor fuel consumption",3,Spark plug electrode wear,Replace spark plugs,778,1557
moto,Yamaha,NMAX,2007,17,246790,diesel,manual,700,critical,check engine light on,1,Failed O2 sensor,Replace oxygen sensor,2404,4407
car,Dacia,Dokker,2012,12,338563,petrol,automatic,1400,high,"clutch pedal spongy, clutch hard to press, burning smell when changing gears",3,Clutch pressure plate failure,Replace clutch kit,5957,10425
car,Kia,Cerato,2005,19,305170,diesel,automatic,2000,high,"oil stain under car, blue smoke from exhaust, oil burning smell",3,Valve cover gasket leak,Fix oil leak,2451,4596
car,Peugeot,Partner,2006,18,36267,diesel,automatic,1800,high,"oil stain under car, oil burning smell",2,Oil pan seal failure,Fix oil leak,1863,3494
car,Kia,Cerato,2015,9,217943,petrol,manual,2500,high,suspension noise,1,Ball joint socket failure,Replace ball joint,2210,3868
truck,Ford,Ranger,2008,16,201777,petrol,automatic,5000,medium,"milky oil on dipstick, white smoke from exhaust",2,Blown head gasket,Replace head gasket,8685,15199
car,Kia,Rio,2008,16,80452,diesel,automatic,2000,high,"grinding noise when shifting, transmission jerking, gear pops out",3,Gearbox bearing wear,Repair gearbox,8365,15536
truck,Ford,Fiesta,2011,13,268137,petrol,manual,3500,critical,"AC compressor noise, AC not cooling, AC clutch not engaging, burning smell",4,AC compressor failure,Replace AC compressor,9630,17335
moto,Honda,Forza,2013,11,283841,diesel,automatic,600,high,AC blows warm air,1,AC gas leak,Refill AC refrigerant,870,1596
car,Kia,Rio,2005,19,39969,petrol,automatic,2200,low,"oil burning smell, blue smoke from exhaust, oil stain under car",3,Valve cover gasket leak,Fix oil leak,1022,1918
car,Hyundai,Tucson,2015,9,64647,hybrid,automatic,2200,low,"clutch slipping, clutch pedal spongy, burning smell when changing gears",3,Clutch pressure plate failure,Replace clutch kit,2640,4621
truck,Isuzu,N-Series,2024,0,155712,petrol,automatic,6000,medium,"hard to start when cold, poor fuel consumption, engine misfires",3,Spark plug electrode wear,Replace spark plugs,460,921
car,Mercedes,Sprinter,2023,1,264389,hybrid,automatic,1000,high,"uneven brake wear, car pulls to one side when braking",2,Seized caliper,Replace brake caliper,2581,4646
car,Renault,Kangoo,2015,9,152088,petrol,manual,1200,low,"AC weak airflow, AC blows warm air",2,AC gas leak,Refill AC refrigerant,426,782
car,Hyundai,i20,2021,3,242279,diesel,manual,1400,medium,rough idle at startup,1,Spark plug electrode wear,Replace spark plugs,560,1121
car,Renault,Kangoo,2019,5,49911,hybrid,automatic,1800,high,"engine slow to warm up, heater not working",2,Stuck thermostat,Replace thermostat,847,1506
truck,Ford,Transit,2020,4,103561,diesel,automatic,5000,medium,"brake vibration at high speed, grinding brake noise",2,Warped brake disc,Replace brake discs,2066,3444
truck,Ford,Focus,2019,5,129553,hybrid,automatic,5000,medium,"AC compressor noise, AC not cooling, AC clutch not engaging",3,Compressor clutch wear,Replace AC compressor,3862,6952
car,Hyundai,Tucson,2023,1,348989,diesel,manual,2200,medium,"burning smell when changing gears, clutch pedal spongy, clutch slipping, clutch hard to press",4,Worn clutch disc,Replace clutch kit,4056,7098
truck,Mercedes,Vito,2012,12,107754,petrol,manual,3500,high,"oil burning smell, oil stain under car",2,Valve cover gasket leak,Fix oil leak,1793,3362
truck,Mercedes,Sprinter,2020,4,264842,hybrid,manual,6000,critical,gear pops out,1,Gearbox synchronizer failure,Repair gearbox,12428,23082
car,BMW,Serie 1,2021,3,79889,petrol,automatic,1200,critical,"clunking noise when turning, front end wandering",2,Ball joint socket failure,Replace ball joint,2054,3596
car,Kia,Picanto,2022,2,191213,diesel,automatic,1000,high,"black smoke from exhaust, failed emissions test",2,O2 sensor contamination,Replace oxygen sensor,1435,2632
car,Renault,Symbol,2010,14,194950,diesel,automatic,1200,medium,"steering wheel vibration, clunking noise when turning, front end wandering",3,Ball joint wear,Replace ball joint,1527,2673
car,Kia,Picanto,2009,15,299038,diesel,manual,2200,low,brake pedal vibration,1,Brake pad degradation,Replace brake pads,1066,1955
car,Hyundai,Tucson,2019,5,53924,diesel,automatic,1200,high,"difficulty starting, car does not start",2,Dead battery,Replace battery,1196,1994
car,Dacia,Logan,2011,13,168009,petrol,automatic,1800,critical,"excessive bouncing after bump, suspension noise",2,Shock absorber oil leak,Replace shock absorbers,3625,6262
moto,Yamaha,XT660,2020,4,289877,petrol,automatic,250,medium,"coolant level dropping, engine overheating, coolant puddle under car, sweet smell from engine",4,Cracked coolant hose,Fix coolant leak,1138,2086
moto,Honda,CRF,2015,9,205661,hybrid,manual,600,low,"blue smoke from exhaust, oil stain under car, oil burning smell, low oil level warning",4,Valve cover gasket leak,Fix oil leak,1229,2305
bus,Mercedes,Vito,2005,19,111804,diesel,manual,6000,critical,"white smoke from exhaust, engine overheating",2,Blown head gasket,Replace head gasket,11973,20953
moto,Yamaha,FZ6,2012,12,255002,diesel,manual,250,critical,"rough idle, fuel smell in cabin, poor fuel consumption, engine hesitation on acceleration",4,Clogged fuel injector,Replace fuel injectors,3340,6346
truck,Isuzu,NPR,2015,9,211298,diesel,automatic,3500,medium,"brake vibration at high speed, grinding brake noise, steering wheel vibration, brake pedal vibration",4,Disc surface wear,Replace brake discs,2356,3928
car,Renault,Symbol,2020,4,38921,hybrid,automatic,1400,high,"alternator warning light, battery warning light",2,Alternator belt wear,Replace alternator,2241,3922
car,Kia,Rio,2017,7,69016,petrol,manual,2500,medium,"coolant loss, engine overheating, coolant overflow, visible radiator leak",4,Radiator corrosion,Replace radiator,2070,3503
car,Mercedes,Sprinter,2012,12,33469,diesel,manual,2500,low,"coolant overflow, visible radiator leak",2,Radiator crack,Replace radiator,1463,2477
car,Kia,Rio,2024,0,164673,hybrid,manual,1800,high,"AC not cooling, AC weak airflow, AC blows warm air",3,AC gas leak,Refill AC refrigerant,629,1153
car,Ford,Kuga,2005,19,56761,petrol,automatic,2500,high,"clutch slipping, clutch hard to press, clutch pedal spongy",3,Clutch pressure plate failure,Replace clutch kit,4438,7767
car,Kia,Picanto,2006,18,343228,hybrid,automatic,1600,medium,"AC clutch not engaging, AC not cooling, burning smell",3,AC compressor failure,Replace AC compressor,5963,10734
car,Peugeot,208,2010,14,19909,hybrid,automatic,2200,high,"uneven tire wear, excessive bouncing after bump, suspension noise",3,Worn shock absorbers,Replace shock absorbers,2216,3828
car,Renault,Kangoo,2010,14,73448,petrol,manual,2000,high,"low oil level warning, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1924,3607
car,Renault,Clio,2022,2,89195,hybrid,manual,1600,high,"low oil level warning, oil stain under car, oil burning smell",3,Valve cover gasket leak,Fix oil leak,1500,2813
car,Kia,Cerato,2006,18,211962,petrol,automatic,2500,medium,check engine light on,1,O2 sensor contamination,Replace oxygen sensor,1263,2316
car,Kia,Cerato,2005,19,211032,diesel,automatic,1200,critical,brake pedal soft,1,Worn brake pads,Replace brake pads,2336,4284
car,Peugeot,208,2017,7,220180,petrol,automatic,1600,critical,"oil stain under car, oil burning smell, low oil level warning",3,Oil pan seal failure,Fix oil leak,2652,4974
car,Mercedes,Sprinter,2010,14,206372,petrol,automatic,1600,low,"engine overheating, coolant overflow",2,Radiator crack,Replace radiator,1904,3222
moto,Yamaha,R3,2017,7,116530,petrol,manual,125,critical,"engine overheating, poor fuel consumption, engine slow to warm up",3,Stuck thermostat,Replace thermostat,1214,2159
bus,Volvo,FM,2007,17,181633,diesel,manual,8000,high,front end wandering,1,Ball joint socket failure,Replace ball joint,2127,3722
bus,Volvo,FMX,2022,2,305652,petrol,automatic,5000,low,"car does not start, difficulty starting, dim headlights, battery warning light",4,Battery cell failure,Replace battery,906,1511
moto,Honda,CBR600,2016,8,209164,petrol,automatic,600,high,alternator warning light,1,Alternator failure,Replace alternator,3203,5605
bus,Isuzu,D-Max,2010,14,173935,diesel,automatic,5000,low,"fuel smell in cabin, rough idle",2,Clogged fuel injector,Replace fuel injectors,1418,2694
car,Mercedes,C-Class,2015,9,150036,petrol,manual,1800,medium,"rough idle at startup, hard to start when cold, engine misfires",3,Spark plug electrode wear,Replace spark plugs,512,1025
car,Peugeot,308,2009,15,82159,hybrid,automatic,2500,low,"AC weak airflow, AC blows warm air",2,AC gas leak,Refill AC refrigerant,418,767
truck,Ford,Fiesta,2024,0,44795,petrol,manual,6000,high,AC weak airflow,1,Low refrigerant,Refill AC refrigerant,549,1008
bus,Isuzu,Forward,2023,1,290921,petrol,automatic,5000,low,"dim headlights, difficulty starting, battery warning light",3,Dead battery,Replace battery,916,1527
car,BMW,Serie 3,2005,19,19200,hybrid,manual,1600,medium,"coolant level dropping, coolant puddle under car, sweet smell from engine",3,Radiator pinhole leak,Fix coolant leak,938,1720
car,Peugeot,208,2020,4,250040,petrol,manual,1600,high,car does not start,1,Dead battery,Replace battery,1586,2644
moto,Honda,Forza,2021,3,214330,diesel,automatic,600,medium,"battery warning light, dim headlights, car does not start",3,Battery cell failure,Replace battery,1169,1948
car,Volkswagen,Caddy,2012,12,202420,petrol,manual,2200,low,"engine hesitation on acceleration, rough idle",2,Injector seal failure,Replace fuel injectors,1427,2711
car,Hyundai,Tucson,2008,16,200705,petrol,automatic,1800,high,"black smoke from exhaust, poor fuel consumption, failed emissions test, check engine light on",4,Failed O2 sensor,Replace oxygen sensor,1619,2969
car,Mercedes,Vito,2010,14,145403,hybrid,manual,1000,high,"coolant puddle under car, coolant level dropping, engine overheating",3,Radiator pinhole leak,Fix coolant leak,1372,2516
car,Ford,Kuga,2017,7,86063,hybrid,automatic,2200,critical,"suspension noise, uneven tire wear, excessive bouncing after bump, nose dive when braking",4,Worn shock absorbers,Replace shock absorbers,2825,4879
car,Volkswagen,Golf,2012,12,60504,hybrid,automatic,2500,medium,"burning smell, car pulls to one side when braking, uneven brake wear, brake pedal vibration",4,Caliper hydraulic leak,Replace brake caliper,1745,3141
car,Ford,Fiesta,2019,5,149662,diesel,manual,1200,high,"clutch hard to press, burning smell when changing gears, clutch pedal spongy",3,Clutch pressure plate failure,Replace clutch kit,4255,7446
truck,Ford,Transit,2013,11,241311,petrol,manual,6000,high,brake pedal soft,1,Brake pad degradation,Replace brake pads,1540,2823
car,Dacia,Dokker,2022,2,171165,diesel,automatic,1000,medium,hard to start when cold,1,Fouled spark plugs,Replace spark plugs,534,1069
car,Peugeot,Partner,2006,18,31552,diesel,automatic,2500,high,ticking noise from engine top,1,Timing belt tensioner failure,Replace timing belt,2807,4966
moto,Honda,CBR600,2011,13,194688,hybrid,automatic,125,medium,"AC clutch not engaging, burning smell, AC not cooling",3,Compressor clutch wear,Replace AC compressor,4617,8311
car,BMW,X3,2013,11,192986,diesel,manual,1600,high,"clutch pedal spongy, clutch hard to press, burning smell when changing gears",3,Worn clutch disc,Replace clutch kit,5376,9408
truck,Isuzu,Forward,2005,19,109604,petrol,manual,5000,low,"suspension noise, clunking noise when turning",2,Ball joint wear,Replace ball joint,1155,2022
bus,Mercedes,Sprinter,2012,12,62810,hybrid,automatic,8000,low,"poor fuel consumption, rough idle at startup, hard to start when cold",3,Spark plug electrode wear,Replace spark plugs,367,734
moto,Yamaha,NMAX,2015,9,227175,hybrid,automatic,700,critical,"failed emissions test, check engine light on",2,O2 sensor contamination,Replace oxygen sensor,2174,3985
car,Kia,Sportage,2005,19,209862,diesel,manual,2500,medium,"burning smell, AC clutch not engaging",2,Compressor clutch wear,Replace AC compressor,5297,9535
moto,Yamaha,XT660,2012,12,99206,diesel,manual,700,low,"grinding brake noise, brake vibration at high speed",2,Disc surface wear,Replace brake discs,1621,2701
car,Hyundai,Santa Fe,2022,2,225775,hybrid,automatic,1200,critical,"poor fuel consumption, engine hesitation on acceleration, rough idle, fuel smell in cabin",4,Injector seal failure,Replace fuel injectors,3344,6354
truck,Mercedes,Vito,2014,10,239935,petrol,automatic,6000,medium,"milky oil on dipstick, white smoke from exhaust",2,Overheating damage to gasket,Replace head gasket,8426,14745
car,Hyundai,i30,2005,19,143866,diesel,automatic,1600,low,"engine knocking noise, engine wont start suddenly, loss of power, ticking noise from engine top",4,Timing belt tensioner failure,Replace timing belt,1977,3498
car,Dacia,Logan,2023,1,242217,diesel,manual,1400,medium,"coolant puddle under car, engine overheating",2,Radiator pinhole leak,Fix coolant leak,1180,2163
car,Hyundai,i30,2010,14,67539,hybrid,automatic,1000,critical,"milky oil on dipstick, white smoke from exhaust, coolant loss",3,Overheating damage to gasket,Replace head gasket,11034,19310
car,Volkswagen,Polo,2008,16,197485,diesel,automatic,1800,high,"excessive bouncing after bump, nose dive when braking, suspension noise",3,Worn shock absorbers,Replace shock absorbers,2796,4830
car,Volkswagen,Passat,2022,2,228587,petrol,manual,1200,high,"suspension noise, nose dive when braking, excessive bouncing after bump",3,Shock absorber oil leak,Replace shock absorbers,2634,4550
car,Peugeot,Partner,2022,2,290057,diesel,automatic,2000,low,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,954,1749
car,Renault,Symbol,2017,7,81646,diesel,automatic,2000,medium,"poor fuel consumption, check engine light on, failed emissions test, black smoke from exhaust",4,O2 sensor contamination,Replace oxygen sensor,995,1824
car,Toyota,RAV4,2005,19,192158,hybrid,automatic,1200,low,"car pulls to one side when braking, uneven brake wear, brake pedal vibration",3,Caliper hydraulic leak,Replace brake caliper,1692,3046
car,Mercedes,C-Class,2015,9,58227,hybrid,manual,1800,medium,"low oil level warning, blue smoke from exhaust, oil stain under car",3,Valve cover gasket leak,Fix oil leak,1363,2557
car,Kia,Carnival,2021,3,156116,diesel,automatic,2000,medium,"failed emissions test, check engine light on",2,O2 sensor contamination,Replace oxygen sensor,1099,2015
car,Dacia,Logan,2021,3,212612,diesel,automatic,1400,low,"excessive bouncing after bump, nose dive when braking",2,Worn shock absorbers,Replace shock absorbers,1637,2828
moto,Yamaha,R3,2015,9,71135,hybrid,manual,400,low,brake pedal vibration,1,Warped brake disc,Replace brake discs,1527,2545
moto,Yamaha,R3,2023,1,6527,petrol,automatic,700,medium,"front end wandering, clunking noise when turning, steering wheel vibration",3,Ball joint socket failure,Replace ball joint,1124,1968
truck,Isuzu,Forward,2017,7,312241,petrol,automatic,4000,medium,"suspension noise, brake pedal soft, brake pedal vibration",3,Worn brake pads,Replace brake pads,1319,2419
car,BMW,Serie 5,2016,8,186646,petrol,automatic,2200,critical,excessive bouncing after bump,1,Shock absorber oil leak,Replace shock absorbers,3442,5946
car,Dacia,Lodgy,2023,1,19142,petrol,manual,1800,high,"oil burning smell, oil stain under car",2,Valve cover gasket leak,Fix oil leak,1343,2519
truck,Isuzu,Forward,2011,13,304443,petrol,manual,5000,low,"failed emissions test, check engine light on",2,O2 sensor contamination,Replace oxygen sensor,1050,1925
car,Hyundai,Santa Fe,2022,2,23652,hybrid,manual,2500,low,"oil burning smell, oil stain under car, low oil level warning",3,Valve cover gasket leak,Fix oil leak,853,1600
car,Volkswagen,Passat,2023,1,237080,petrol,manual,1600,medium,"sweet smell from engine, engine overheating",2,Radiator pinhole leak,Fix coolant leak,1158,2124
car,Hyundai,i10,2006,18,126707,petrol,manual,1000,medium,failed emissions test,1,O2 sensor contamination,Replace oxygen sensor,1155,2118
bus,Mercedes,C-Class,2007,17,183656,hybrid,manual,6000,low,"steering wheel vibration, brake vibration at high speed",2,Disc surface wear,Replace brake discs,1916,3194
car,Dacia,Dokker,2014,10,197359,hybrid,manual,1200,high,"clutch slipping, clutch pedal spongy",2,Clutch pressure plate failure,Replace clutch kit,5006,8762
car,Renault,Megane,2006,18,66295,diesel,manual,1400,medium,"blue smoke from exhaust, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1376,2580
car,Ford,Kuga,2007,17,253783,diesel,automatic,1600,critical,"brake pedal soft, suspension noise",2,Worn brake pads,Replace brake pads,2322,4257
moto,Honda,Forza,2018,6,195040,hybrid,automatic,125,high,"failed emissions test, poor fuel consumption, black smoke from exhaust",3,Failed O2 sensor,Replace oxygen sensor,1357,2489
moto,Yamaha,R3,2007,17,18061,hybrid,automatic,125,medium,"suspension noise, front end wandering, clunking noise when turning",3,Ball joint socket failure,Replace ball joint,1372,2402
moto,Honda,CB500,2021,3,198103,petrol,manual,400,high,"white smoke from exhaust, milky oil on dipstick",2,Overheating damage to gasket,Replace head gasket,9543,16701
car,Ford,Kuga,2009,15,200594,hybrid,manual,1200,medium,"gear slipping, gear pops out",2,Gearbox bearing wear,Repair gearbox,7264,13491
moto,Yamaha,R3,2007,17,169343,petrol,manual,600,high,"brake vibration at high speed, brake pedal vibration, grinding brake noise",3,Warped brake disc,Replace brake discs,3155,5258
bus,Volvo,FM,2018,6,194564,hybrid,manual,7000,high,"car does not start, difficulty starting",2,Battery cell failure,Replace battery,1556,2594
bus,Isuzu,N-Series,2019,5,345950,diesel,automatic,8000,medium,squeaking brakes,1,Worn brake pads,Replace brake pads,1204,2207
car,Kia,Picanto,2011,13,127269,hybrid,manual,1000,medium,"visible radiator leak, coolant loss, coolant overflow",3,Radiator crack,Replace radiator,2260,3825
moto,Yamaha,NMAX,2024,0,233906,diesel,automatic,700,medium,"rough idle, engine hesitation on acceleration, poor fuel consumption",3,Clogged fuel injector,Replace fuel injectors,1767,3359
moto,Honda,PCX,2005,19,131256,petrol,automatic,600,critical,ticking noise from engine top,1,Timing belt wear,Replace timing belt,4100,7255
car,Dacia,Dokker,2016,8,38288,petrol,automatic,2000,medium,"engine overheating, coolant puddle under car, sweet smell from engine, coolant level dropping",4,Cracked coolant hose,Fix coolant leak,900,1651
moto,Yamaha,R3,2009,15,242589,hybrid,automatic,250,low,"burning smell, brake pedal vibration, car pulls to one side when braking, uneven brake wear",4,Seized caliper,Replace brake caliper,1585,2853
car,Renault,Duster,2015,9,67049,diesel,manual,1000,high,"brake pedal vibration, brake pedal soft, suspension noise",3,Brake pad degradation,Replace brake pads,1225,2247
truck,Isuzu,Forward,2010,14,304617,diesel,manual,3000,medium,alternator warning light,1,Alternator belt wear,Replace alternator,2813,4923
car,BMW,Serie 1,2018,6,256598,diesel,manual,1400,medium,"excessive bouncing after bump, uneven tire wear, nose dive when braking, suspension noise",4,Worn shock absorbers,Replace shock absorbers,2351,4061
car,Volkswagen,Passat,2015,9,72688,hybrid,manual,1200,high,gear pops out,1,Gearbox bearing wear,Repair gearbox,7246,13458
car,Mercedes,E-Class,2009,15,148855,petrol,manual,1600,low,milky oil on dipstick,1,Overheating damage to gasket,Replace head gasket,5603,9805
car,Kia,Cerato,2022,2,295451,diesel,automatic,1000,critical,"AC not cooling, AC blows warm air",2,Low refrigerant,Refill AC refrigerant,929,1703
car,Mercedes,E-Class,2013,11,261502,hybrid,manual,1400,high,"loss of power, ticking noise from engine top",2,Timing belt tensioner failure,Replace timing belt,3608,6384
car,Ford,Fiesta,2015,9,239616,petrol,manual,1200,medium,engine wont start suddenly,1,Timing belt wear,Replace timing belt,2777,4913
moto,Honda,CB500,2023,1,14017,diesel,manual,600,medium,"AC not cooling, AC weak airflow",2,Low refrigerant,Refill AC refrigerant,404,741
car,Peugeot,308,2024,0,156012,petrol,manual,1800,critical,"suspension noise, squeaking brakes, brake pedal vibration",3,Worn brake pads,Replace brake pads,1571,2881
car,Kia,Picanto,2010,14,97974,hybrid,automatic,1600,high,"engine hesitation on acceleration, fuel smell in cabin",2,Clogged fuel injector,Replace fuel injectors,2408,4575
truck,Ford,Kuga,2020,4,148230,diesel,manual,6000,high,"blue smoke from exhaust, oil burning smell",2,Oil pan seal failure,Fix oil leak,1858,3485
car,BMW,X5,2016,8,164959,hybrid,manual,2200,critical,"failed emissions test, check engine light on",2,O2 sensor contamination,Replace oxygen sensor,1876,3441
moto,Honda,Forza,2011,13,266939,diesel,automatic,250,medium,"poor fuel consumption, heater not working, engine slow to warm up",3,Stuck thermostat,Replace thermostat,920,1636
car,Toyota,Land Cruiser,2021,3,7997,diesel,manual,1200,low,"burning smell, AC clutch not engaging",2,Compressor clutch wear,Replace AC compressor,2494,4490
car,Mercedes,C-Class,2021,3,336095,hybrid,automatic,2200,high,brake vibration at high speed,1,Warped brake disc,Replace brake discs,3334,5557
bus,Mercedes,Vito,2007,17,19870,diesel,automatic,7000,critical,"check engine light on, poor fuel consumption, black smoke from exhaust",3,O2 sensor contamination,Replace oxygen sensor,1745,3199
car,Ford,Focus,2014,10,236039,diesel,automatic,1600,medium,"engine misfires, rough idle at startup",2,Fouled spark plugs,Replace spark plugs,582,1165
car,Dacia,Logan,2022,2,216603,diesel,manual,1400,low,"engine wont start suddenly, ticking noise from engine top",2,Timing belt tensioner failure,Replace timing belt,1768,3128
bus,Isuzu,N-Series,2005,19,24963,diesel,automatic,8000,low,"rough idle, fuel smell in cabin, engine hesitation on acceleration",3,Clogged fuel injector,Replace fuel injectors,1307,2483
car,Toyota,Land Cruiser,2005,19,270604,diesel,automatic,1200,medium,"rough idle at startup, engine misfires",2,Fouled spark plugs,Replace spark plugs,716,1433
moto,Yamaha,FZ6,2012,12,339671,petrol,manual,250,high,"battery warning light, car does not start, dim headlights",3,Dead battery,Replace battery,1787,2978
moto,Yamaha,MT-07,2023,1,166151,petrol,automatic,400,high,clutch slipping,1,Worn clutch disc,Replace clutch kit,4172,7302
car,Dacia,Duster,2012,12,293797,hybrid,manual,1000,high,"brake vibration at high speed, grinding brake noise",2,Warped brake disc,Replace brake discs,3525,5875
truck,Isuzu,NPR,2016,8,337923,hybrid,manual,5000,high,"engine hesitation on acceleration, fuel smell in cabin, rough idle, poor fuel consumption",4,Clogged fuel injector,Replace fuel injectors,3054,5804
car,Mercedes,Vito,2006,18,83186,diesel,automatic,1200,critical,"engine hesitation on acceleration, fuel smell in cabin",2,Clogged fuel injector,Replace fuel injectors,2904,5518
car,BMW,Serie 1,2019,5,62210,petrol,automatic,2000,low,"coolant puddle under car, sweet smell from engine, engine overheating",3,Cracked coolant hose,Fix coolant leak,696,1277
moto,Honda,CRF,2020,4,92441,petrol,manual,400,low,"battery warning light, electrical accessories failing, alternator warning light",3,Alternator failure,Replace alternator,1528,2675
car,Mercedes,C-Class,2015,9,249635,diesel,automatic,1000,critical,uneven brake wear,1,Seized caliper,Replace brake caliper,3407,6132
moto,Honda,CB500,2017,7,196241,hybrid,automatic,400,high,"brake pedal vibration, brake vibration at high speed, grinding brake noise",3,Warped brake disc,Replace brake discs,2791,4652
car,Renault,Kangoo,2019,5,294382,hybrid,automatic,2000,high,"uneven brake wear, brake pedal vibration, car pulls to one side when braking",3,Caliper hydraulic leak,Replace brake caliper,2619,4714
car,Kia,Rio,2023,1,339036,diesel,manual,1200,medium,check engine light on,1,O2 sensor contamination,Replace oxygen sensor,1213,2225
truck,Isuzu,N-Series,2021,3,104774,petrol,manual,5000,medium,"AC blows warm air, AC not cooling",2,AC gas leak,Refill AC refrigerant,439,805
car,Renault,Clio,2007,17,211867,hybrid,automatic,1400,medium,"poor fuel consumption, check engine light on, failed emissions test",3,O2 sensor contamination,Replace oxygen sensor,1298,2380
bus,Mercedes,Vito,2018,6,8616,diesel,manual,6000,critical,"sweet smell from engine, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,1543,2830
moto,Yamaha,FZ6,2016,8,16621,hybrid,manual,400,low,"blue smoke from exhaust, oil burning smell, low oil level warning",3,Valve cover gasket leak,Fix oil leak,948,1778
car,Ford,Focus,2024,0,61735,diesel,automatic,2000,medium,"sweet smell from engine, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,868,1592
car,Mercedes,Vito,2023,1,194548,hybrid,automatic,1600,low,poor fuel consumption,1,Failed O2 sensor,Replace oxygen sensor,868,1591
car,Renault,Symbol,2014,10,66749,petrol,manual,2000,low,"poor fuel consumption, heater not working, engine overheating",3,Thermostat valve failure,Replace thermostat,594,1056
car,Mercedes,Sprinter,2007,17,223453,petrol,manual,1600,low,"ticking noise from engine top, engine knocking noise",2,Timing belt tensioner failure,Replace timing belt,1982,3506
bus,Mercedes,C-Class,2008,16,114307,diesel,automatic,8000,high,"rough idle, poor fuel consumption, fuel smell in cabin",3,Clogged fuel injector,Replace fuel injectors,2281,4334
moto,Yamaha,FZ6,2015,9,40205,diesel,automatic,700,medium,"check engine light on, failed emissions test, poor fuel consumption",3,Failed O2 sensor,Replace oxygen sensor,986,1807
moto,Honda,CRF,2011,13,22061,hybrid,automatic,400,medium,"clutch pedal spongy, burning smell when changing gears",2,Worn clutch disc,Replace clutch kit,2957,5175
car,Dacia,Lodgy,2024,0,52928,diesel,automatic,1800,low,"failed emissions test, poor fuel consumption, check engine light on, black smoke from exhaust",4,O2 sensor contamination,Replace oxygen sensor,615,1127
car,BMW,Serie 1,2016,8,31570,petrol,manual,1800,medium,"AC not cooling, AC compressor noise",2,AC compressor failure,Replace AC compressor,3842,6916
car,Mercedes,A-Class,2015,9,214622,hybrid,manual,1200,medium,"battery warning light, battery drains while driving",2,Alternator failure,Replace alternator,2234,3909
car,Renault,Clio,2005,19,64665,hybrid,automatic,1800,medium,"uneven brake wear, car pulls to one side when braking",2,Seized caliper,Replace brake caliper,1906,3431
car,Hyundai,i10,2014,10,10212,diesel,automatic,1800,low,"poor fuel consumption, engine misfires, rough idle at startup",3,Fouled spark plugs,Replace spark plugs,345,691
moto,Yamaha,XT660,2005,19,30424,diesel,automatic,250,low,"gear slipping, gear pops out, grinding noise when shifting",3,Gearbox synchronizer failure,Repair gearbox,4491,8341
